ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'6806154183019,Bhekokwakhe,Nomvuma,Female,1968-06-15,57,Permanent Resident,South Africa,10842870,N/A,N/A,N/A,N/A,N/A,0.71,imkhize@co.za,001-472-233-2755x80159,"5541 Gandhi Umgwaqo, Kathu, 6265",George,Mpumalanga,5816,Theatre director,Zulu,N/A
'6702255710014,Jabulani,Mtumaseli,Male,1967-02-25,58,Citizen,South Africa,89273261,N/A,N/A,N/A,N/A,N/A,0.96,nngema@africa.com,796-615-8620x213,"3173 Joseph Indlela, Welkom, 6052",Springs,Gauteng,8127,Seismic interpreter,Zulu,N/A
'TV52292,Amahle,Mapholoba,Female,1991-11-11,33,Citizen,Eswatini,25883071,Critical Skills Visa,2025-08-05,2027-12-29,VIS34195,N/A,0.87,esibhene@org,772.902.5704x9800,"41 Gandhi Ithafa, iKapa, 8966",Uitenhage,KwaZulu-Natal,2930,"Loss adjuster, chartered",Zulu,10
'9010232635019,Zakhele,Mncwabe,Female,1990-10-23,34,Citizen,South Africa,50452182,N/A,N/A,N/A,N/A,N/A,0.84,thalente91@za.net,(433)821-6253x6401,"21 Nelson Mandela Isitaladi, Bloemfontein, 4605",Potchefstroom,Limpopo,8311,"Accountant, chartered",Zulu,N/A
'PR79884121,Eugène,Launay,Male,1993-03-14,32,Asylum Seeker,United States,601106613,Retirement Visa,2025-05-30,2035-05-28,PER68768,N/A,0.81,brigitte00@com,+33 2 28 12 43 87,"76, avenue Gay, 12629 Diaz-sur-Mer",Saint Thérèse-les-Bains,Free State,22139,médecin humanitaire,French,6
'5101307074062,Andile,Khabalidaka,Male,1951-01-30,74,Citizen,South Africa,81120613,N/A,N/A,N/A,N/A,N/A,0.92,thabisilemotha@co.za,300-398-2930x977,"2249 Napier Indawo, Uitenhage, 2983",Sasolburg,North West,7003,Curator,Zulu,N/A
'8701291387009,Nomathemba,Mhlungu,Female,1987-01-29,38,Citizen,South Africa,68486021,N/A,N/A,N/A,N/A,N/A,0.85,mkhathinisfiso@co.za,326-791-5288x49585,"321 Joseph Umgwaqo, Soweto, 4631",Vereeniging,Western Cape,3299,Operational investment banker,Zulu,N/A
'4105107454005,Andile,Mhlabandlovu,Male,1941-05-10,84,Permanent Resident,South Africa,12897287,N/A,N/A,N/A,N/A,N/A,0.86,nokulungafihlela@africa.com,402-690-8871x91798,"6023 Short Isitaladi, iKapa, 5968",Centurion,Free State,2810,General practice doctor,Zulu,N/A
'7506307084051,Thabani,Mathebula,Male,1975-06-30,50,Citizen,South Africa,67275777,N/A,N/A,N/A,N/A,N/A,0.76,nzimathabisile@africa.com,+1-655-636-8555x8564,"9316 Voortrekker Indlela, Rustenburg, 5769",Witbank,KwaZulu-Natal,2551,Chartered accountant,Zulu,N/A
'PR64635943,Rémy,Verdier,Male,2002-07-25,23,Citizen,France,663327024,Critical Skills Visa,2023-01-30,2033-01-27,PER98381,N/A,0.83,charlotte94@fr,03 87 13 96 32,"345, avenue Paul Dos Santos, 64192 Clément",GalletBourg,KwaZulu-Natal,35224,monteur en installations thermiques et climatiques,French,12
'PR70275996,Thibault,Lecomte,Male,1987-09-26,38,Citizen,France,161268600,Corporate Visa,2023-08-25,2033-08-22,PER14303,N/A,0.68,stephaniegilbert@france.com,06 33 97 85 75,"44, boulevard de Teixeira, 05340 AubertBourg",Robin-sur-Mer,KwaZulu-Natal,54409,technicien d'analyses biomédicales,French,13
'5501189543042,Zenzele,Godide,Male,1955-01-18,70,Citizen,South Africa,86743466,N/A,N/A,N/A,N/A,N/A,0.95,njabulo65@za.net,513-731-1773x759,"3606 Short Umgwaqo, Middelburg, 8219",Bloemfontein,Northern Cape,2246,Accounting technician,Zulu,N/A
'PR56026406,Bandile,Mjadu,Male,1992-10-21,32,Temporary Visa,Zambia,27121655,Study Visa,2023-03-09,2033-03-06,PER50208,N/A,0.91,zinhlekhaba@net,(313)627-7218,"3249 West Ithafa, Stellenbosch, 5643",Potchefstroom,Gauteng,4023,Facilities manager,Zulu,11
'8706083746076,Nothando,Phingoshe,Female,1987-06-08,38,Asylum Seeker,South Africa,69881955,N/A,N/A,N/A,N/A,N/A,0.7,maziyamandla@africa.com,597.418.1041x897,"6184 Albertina Sisulu Isitaladi, Sasolburg, 8489",Stellenbosch,Gauteng,8203,Fitness centre manager,Zulu,N/A
'4409158052049,SimphiweyiNkosi,Madondo,Male,1944-09-15,81,Permanent Resident,South Africa,18991216,N/A,N/A,N/A,N/A,N/A,0.78,mpangazithaolwethu@co.za,001-717-429-6560x1070,"96 Grey Umgwaqo, Witbank, 5785",Krugersdorp,Limpopo,9912,Financial risk analyst,Zulu,N/A
'9602220619020,Londisizwe,Tukane,Female,1996-02-22,29,Citizen,South Africa,88425975,N/A,N/A,N/A,N/A,N/A,0.95,nonhlanhlampumuza@africa.com,+1-425-600-5800x8323,"57 Main Ithafa, Stellenbosch, 5621",Boksburg,Eastern Cape,6589,"Copywriter, advertising",Zulu,N/A
'6605290560059,Thembeka,Sondisa,Female,1966-05-29,59,Citizen,South Africa,66812923,N/A,N/A,N/A,N/A,N/A,0.96,nomathembadubazane@africa.com,+1-249-837-7537x657,"902 Cecil Umgwaqo, Mbombela, 4020",Mahikeng,Free State,4230,Archivist,Zulu,N/A
'9811254043025,Thabisile,Kweyama,Female,1998-11-25,26,Citizen,South Africa,80063382,N/A,N/A,N/A,N/A,N/A,0.93,unyongwana@za.net,3934073812,"297 Prince Ithafa, Uitenhage, 6460",Stellenbosch,North West,2520,International aid/development worker,Zulu,N/A
'7910107409058,Mcebisi,Mtolo,Male,1979-10-10,45,Temporary Visa,South Africa,20956929,N/A,N/A,N/A,N/A,N/A,0.76,khabalidakathembekile@africa.com,646-560-9367,"7005 Elizabeth Indlela, Tembisa, 8044",Kathu,KwaZulu-Natal,5094,Publishing copy,Zulu,N/A
'6408052195004,Siphesihle,Sandanezwe,Female,1964-08-05,61,Permanent Resident,South Africa,76572420,N/A,N/A,N/A,N/A,N/A,0.83,mcoyidumisani@africa.com,6912028809,"381 West Indawo, Witbank, 9855",Witbank,Gauteng,4803,Tree surgeon,Zulu,N/A
'6103162700049,Busisiwe,Mzobe,Female,1961-03-16,64,Temporary Visa,South Africa,47043337,N/A,N/A,N/A,N/A,N/A,0.88,silondile38@africa.com,001-485-407-9873x09446,"18 Frere Umgwaqo, Paarl, 9788",Kimberley,KwaZulu-Natal,2783,Furniture conservator/restorer,Zulu,N/A
'9604108797083,Nhlanhla,Msibi,Male,1996-04-10,29,Citizen,South Africa,52867153,N/A,N/A,N/A,N/A,N/A,0.81,tgumede@za.net,885.410.7988,"6705 Rivonia Ithafa, Centurion, 5719",Soweto,Northern Cape,9456,Psychotherapist,Zulu,N/A
'4411114022015,Mnqobi,Mcusi,Female,1944-11-11,80,Temporary Visa,South Africa,27405845,N/A,N/A,N/A,N/A,N/A,0.97,lungilethango@africa.com,+1-939-571-2148,"444 Main Umgwaqo, Upington, 5973",Stellenbosch,Western Cape,5065,Human resources officer,Zulu,N/A
'6101076607028,Lwandile,Mdladla,Male,1961-01-07,64,Citizen,South Africa,69753831,N/A,N/A,N/A,N/A,N/A,0.95,thandazileshelembe@co.za,001-312-755-2411x279,"211 West Indlela, Centurion, 4536",George,Mpumalanga,6638,Health and safety inspector,Zulu,N/A
'5910204403039,Thembile,Gxabhashe,Female,1959-10-20,65,Temporary Visa,South Africa,76599708,N/A,N/A,N/A,N/A,N/A,0.77,thobenithembisile@africa.com,+1-821-252-6266x846,"704 President Ithafa, Upington, 9806",Rustenburg,Limpopo,7191,IT technical support officer,Zulu,N/A
'TV49580,Thalente,Mapholoba,Male,1975-01-14,50,Asylum Seeker,Kenya,K9496908,Business Visa,2024-02-18,2026-12-11,VIS33760,N/A,0.51,vusumuzigabela@co.ke,+1-246-394-9668x000,"58 York Ithafa, Vereeniging, 5824",Stellenbosch,Northern Cape,3883,Haematologist,Zulu,17
'PR97005731,Nomathalente,Mangena,Female,1976-11-16,48,Citizen,Zambia,50819907,Work Visa,2025-01-22,2035-01-20,PER69753,N/A,0.8,thembekile05@com,(654)776-7163,"35 Voortrekker Indlela, Springs, 2439",Klerksdorp,Northern Cape,6893,Solicitor,Zulu,3
'8901031556072,Dumisile,Mabanga,Female,1989-01-03,36,Citizen,South Africa,76417017,N/A,N/A,N/A,N/A,N/A,0.99,jabulani49@africa.com,001-822-467-1138x190,"850 Rivonia Umgwaqo, eThekwini, 4487",Randfontein,Limpopo,3562,Social worker,Zulu,N/A
'6306218779086,Bandile,Hangala,Male,1963-06-21,62,Citizen,South Africa,42348294,N/A,N/A,N/A,N/A,N/A,0.83,mgilijathalente@co.za,+1-569-835-5370x04908,"39 Edward Indawo, Witbank, 6204",iKapa,Gauteng,7088,Environmental health practitioner,Zulu,N/A
'4307120827023,Nkazimulo,Mehloluhlaza,Female,1943-07-12,82,Temporary Visa,South Africa,99661571,N/A,N/A,N/A,N/A,N/A,0.74,amahle85@africa.com,(303)737-0355x0201,"29 William Ithafa, Musina, 9647",Bethlehem,Free State,6138,"Engineer, agricultural",Zulu,N/A
'7102089773051,Minenhle,Mntambo,Male,1971-02-08,54,Citizen,South Africa,30560307,N/A,N/A,N/A,N/A,N/A,0.86,jibelasfiso@co.za,001-816-503-7674x69065,"9335 Gandhi Indawo, Kathu, 6970",Springs,KwaZulu-Natal,5200,Glass blower/designer,Zulu,N/A
'PR23766104,SimphiweyiNkosi,Sompisi,Male,1999-04-20,26,Citizen,Zimbabwe,ZI425220,Work Visa,2024-09-07,2034-09-05,PER11838,N/A,0.9,luyandamgabhi@zimbabwe.com,497.243.8384,"63 Commissioner Umgwaqo, Benoni, 3445",Mahikeng,Gauteng,9650,Aeronautical engineer,Zulu,3
'0001206889021,Sandile,Mzoneli,Male,2000-01-20,25,Permanent Resident,South Africa,89342106,N/A,N/A,N/A,N/A,N/A,0.85,simphiweyinkosimpumuza@za.net,001-881-836-5791x3129,"54 George Ithafa, Bloemfontein, 1747",Boksburg,Western Cape,5936,International aid/development worker,Zulu,N/A
'PR75981185,Lungile,Mahlinza,Male,1992-01-05,33,Permanent Resident,Lesotho,27661346,Relative's Visa,2024-04-10,2034-04-08,PER55540,N/A,0.65,pncwaba@com,969-471-8170x00648,"746 Milner Indlela, Witbank, 7247",iKapa,KwaZulu-Natal,6252,Catering manager,Zulu,10
'8307270771054,Bhekokwakhe,Mabuyakhulu,Female,1983-07-27,42,Asylum Seeker,South Africa,94533732,N/A,N/A,N/A,N/A,N/A,0.84,nhlanhlantsele@za.net,+1-727-651-3189,"767 Smith Umgwaqo, Bloemfontein, 6790",iKapa,Limpopo,3624,Product designer,Zulu,N/A
'TV38998,Ndumiso,Vundla,Female,1975-10-03,50,Citizen,Botswana,BO464060,Study Visa,2022-12-10,2023-08-28,VIS85840,N/A,0.69,pjuqula@org,(706)471-8040x58319,"772 Albertina Sisulu Ithafa, Witbank, 4162",Paarl,Free State,5912,"Journalist, broadcasting",Zulu,17
'5104052037099,Bhekizizwe,Boyabenyathi,Female,1951-04-05,74,Citizen,South Africa,32683903,N/A,N/A,N/A,N/A,N/A,0.85,mandlakhenala@co.za,+1-568-418-3400,"1879 Thomas Ithafa, Bethlehem, 2177",Centurion,Western Cape,5607,"Programmer, systems",Zulu,N/A
'7302093722095,Nomcebo,Dludla,Female,1973-02-09,52,Citizen,South Africa,94348526,N/A,N/A,N/A,N/A,N/A,0.81,mphankomolungile@africa.com,001-220-632-9650x984,"861 York Ithafa, Polokwane, 2238",Mahikeng,Northern Cape,7086,Higher education careers adviser,Zulu,N/A
'PR29889828,Xavier,Coelho,Male,1982-08-14,43,Citizen,Mozambique,MO668573,Corporate Visa,2022-12-05,2032-12-02,PER70994,N/A,0.75,rafaelazevedo@mozambique.com,(351) 253 379 154,"Largo de Martins, 5, 6888-088 Beja",Mealhada,Limpopo,7010-071,Empregado de biblioteca,Portuguese,6
'6309234694060,Zibuyile,Wela,Female,1963-09-23,62,Citizen,South Africa,52113967,N/A,N/A,N/A,N/A,N/A,0.87,thandazilendinisa@za.net,+1-712-427-4903x036,"72 Elizabeth Umgwaqo, Krugersdorp, 7087",Welkom,Mpumalanga,2491,Adult nurse,Zulu,N/A
'TV96588,建平,谭,Male,1994-08-05,31,Permanent Resident,China,80272721,Study Visa,2025-04-17,2027-01-01,VIS67400,N/A,0.81,naliu@com.cn,14579652851,西藏自治区秀云县清城杭州街X座 637350,海口市,Eastern Cape,355650,电池/电源开发,Mandarin,8
'PR21720612,Sibusiso,Mbhulangwe,Male,1998-12-01,26,Citizen,Ghana,G5102377,Corporate Visa,2024-02-06,2034-02-03,PER29058,N/A,0.81,nozibusiso18@ghana.com,(530)201-9116,"4754 West Isitaladi, Benoni, 2128",Potchefstroom,Eastern Cape,7156,Bookseller,Zulu,8
'8812060091044,Siphesihle,Mayise,Female,1988-12-06,36,Citizen,South Africa,61405980,N/A,N/A,N/A,N/A,N/A,0.82,msuthumzamo@africa.com,566-723-0076x53600,"89 Victoria Indlela, Kathu, 3473",Paarl,Western Cape,8733,Editorial assistant,Zulu,N/A
'6009268587086,Thabani,Nyambose,Male,1960-09-26,65,Citizen,South Africa,20880165,N/A,N/A,N/A,N/A,N/A,0.83,ldlamini@africa.com,339.445.2198x1774,"3411 Adelaide Indlela, Kimberley, 7474",Welkom,Western Cape,4811,"Biochemist, clinical",Zulu,N/A
'8907141474064,Ndumiso,Miya,Female,1989-07-14,36,Asylum Seeker,South Africa,21856428,N/A,N/A,N/A,N/A,N/A,0.99,zmaphisa@co.za,223.841.9373,"62 Paul Kruger Umgwaqo, Witbank, 3737",Witbank,Mpumalanga,3368,Architect,Zulu,N/A
'PR96224577,Zenzele,Mkhandlela,Male,2002-06-12,23,Citizen,Tanzania,22594830,Work Visa,2025-02-03,2035-02-01,PER91675,N/A,0.8,mpanzalangalibalele@org,(975)627-6949x623,"53 Elizabeth Ithafa, Middelburg, 6534",iKapa,North West,5021,"Scientist, research (maths)",Zulu,1
'TV36024,Nkazimulo,Khumbuza,Female,1998-10-31,26,Citizen,Malawi,54661049,Retirement Visa,2024-02-10,2027-01-17,VIS88726,N/A,0.68,thandazilemawewe@com,(991)664-4613x857,"10 High Ithafa, Middelburg, 4970",Tembisa,Limpopo,3458,Conference centre manager,Zulu,8
'7707117089035,Bandile,Dindela,Male,1977-07-11,48,Citizen,South Africa,50605756,N/A,N/A,N/A,N/A,N/A,0.86,khanyisile75@africa.com,903.445.1767x1699,"1653 Elizabeth Indawo, Newcastle, 5078",Mahikeng,Northern Cape,3598,Estate agent,Zulu,N/A
'8506226301017,Mlungisi,Mbekwa,Male,1985-06-22,40,Citizen,South Africa,52004556,N/A,N/A,N/A,N/A,N/A,0.88,nonhlanhlabhejelibomvu@co.za,561.271.9828,"2518 Frere Indlela, Springs, 5883",Mahikeng,Free State,8008,Translator,Zulu,N/A
'7305043173069,Noxolo,Thumbela,Female,1973-05-04,52,Temporary Visa,South Africa,70531940,N/A,N/A,N/A,N/A,N/A,0.82,nfanisa@co.za,743.276.4926,"22 Prince Indlela, Polokwane, 1398",Middelburg,KwaZulu-Natal,9743,Amenity horticulturist,Zulu,N/A
'8804157645074,Zenzele,Mkhokeleleki,Male,1988-04-15,37,Citizen,South Africa,44529261,N/A,N/A,N/A,N/A,N/A,0.93,zenzilemphazima@co.za,401.648.5607x49834,"20 Victoria Indawo, Kathu, 3993",Stellenbosch,KwaZulu-Natal,2858,Actuary,Zulu,N/A
'4711144901000,Siphesihle,Ndandali,Female,1947-11-14,77,Permanent Resident,South Africa,29859781,N/A,N/A,N/A,N/A,N/A,0.72,snhleko@za.net,+1-397-852-3448x8402,"209 Adelaide Indawo, Sasolburg, 6319",Rustenburg,Northern Cape,8757,"Designer, interior/spatial",Zulu,N/A
'TV39186,Nozizwe,Mamba,Female,1983-02-14,42,Temporary Visa,Lesotho,18243659,Relative's Visa,2023-01-18,2025-03-12,VIS49078,N/A,0.86,nhlanhla42@org,6576606148,"326 High Umgwaqo, Benoni, 6389",Benoni,Gauteng,5779,Translator,Zulu,14
'PR16494556,Sibongile,Ndawo,Female,1989-10-08,35,Citizen,Botswana,BO347984,Retirement Visa,2023-04-13,2033-04-10,PER37456,N/A,0.76,siphesihle51@com,404-542-4343x19457,"377 Victoria Umgwaqo, Bloemfontein, 2042",Kimberley,Northern Cape,4205,"Psychotherapist, child",Zulu,15
'4910223718084,Nomagugu,Thabethe,Female,1949-10-22,75,Citizen,South Africa,12722935,N/A,N/A,N/A,N/A,N/A,0.89,mlungisi41@za.net,(421)894-7672x792,"9715 Napier Indawo, Vanderbijlpark, 4270",Witbank,Western Cape,9958,"Scientist, clinical (histocompatibility and immunogenetics)",Zulu,N/A
'TV17160,Grégoire,Albert,Male,2001-12-12,23,Citizen,United States,403133985,Work Visa,2024-08-27,2027-05-15,VIS44200,N/A,0.71,duhamelanouk@us.com,0219061442,"4, boulevard Michèle Hamon, 18778 RocheVille",Saint Christelle-la-Forêt,KwaZulu-Natal,51653,webmestre,French,1
'7102193711005,Simphiwe,Magoza,Female,1971-02-19,54,Citizen,South Africa,81792583,N/A,N/A,N/A,N/A,N/A,0.84,sandile52@africa.com,+1-231-466-9806,"53 Nelson Mandela Indlela, Uitenhage, 8999",uMgungundlovu,Limpopo,3301,"Designer, interior/spatial",Zulu,N/A
'6702091782038,Nomagugu,Nodanga,Female,1967-02-09,58,Citizen,South Africa,55732036,N/A,N/A,N/A,N/A,N/A,0.78,rmcoyi@co.za,981.556.4986,"23 Thomas Isitaladi, Potchefstroom, 7025",Welkom,Gauteng,1890,Curator,Zulu,N/A
'AS818847,涛,刘,Male,1979-03-26,46,Permanent Resident,China,16078869,Asylum Seeker Permit,2023-03-25,2025-03-24,ASP87612,Appeal Pending,0.5,mintian@com.cn,18275244824,浙江省邯郸县花溪北京路f座 836359,斌县,Eastern Cape,500928,切纸机操作工,Mandarin,14
'7308214286001,Nkazimulo,Mhlangu,Female,1973-08-21,52,Permanent Resident,South Africa,76442122,N/A,N/A,N/A,N/A,N/A,0.79,mnqobincwaba@co.za,379-915-4850,"3017 Cecil Indawo, Kimberley, 8230",iKapa,Mpumalanga,3868,Chartered loss adjuster,Zulu,N/A
'4607304877051,Dumisile,Bhovungana,Female,1946-07-30,79,Citizen,South Africa,24274142,N/A,N/A,N/A,N/A,N/A,0.74,simphiwesibindi@za.net,(223)532-9145,"404 Stanley Ithafa, Krugersdorp, 8459",Polokwane,Northern Cape,5718,Visual merchandiser,Zulu,N/A
'PR38656918,Nomasonto,Nondlela,Female,1980-06-24,45,Citizen,Somalia,59959642,Critical Skills Visa,2022-10-14,2032-10-11,PER90892,N/A,0.9,owethu15@net,(498)375-9201x9338,"7273 Commissioner Umgwaqo, Uitenhage, 4212",eGoli,Western Cape,5118,Immigration officer,Zulu,17
'7405137296030,Lwandile,Mabika,Male,1974-05-13,51,Citizen,South Africa,92696187,N/A,N/A,N/A,N/A,N/A,0.99,zinhle13@africa.com,868.471.8275,"80 Churchill Ithafa, Potchefstroom, 3164",Rustenburg,Limpopo,8553,Interpreter,Zulu,N/A
'8109246496052,Langalibalele,Ximba,Male,1981-09-24,44,Temporary Visa,South Africa,60523920,N/A,N/A,N/A,N/A,N/A,0.85,umlambo@co.za,(237)898-3663,"13 Long Indlela, Chatsworth, 6898",Upington,Limpopo,3222,Film/video editor,Zulu,N/A
'6810061197075,Nothando,Mhlanya,Female,1968-10-06,57,Permanent Resident,South Africa,89390464,N/A,N/A,N/A,N/A,N/A,0.79,mjolinjabulo@africa.com,(637)634-8867x92905,"5303 Clarence Isitaladi, Paarl, 6410",Paarl,Limpopo,1623,Music therapist,Zulu,N/A
'9101098335003,Mandlakhe,Nkomose,Male,1991-01-09,34,Citizen,South Africa,25841859,N/A,N/A,N/A,N/A,N/A,0.82,zinhlembuyazi@africa.com,+1-443-764-0431,"39 Paul Kruger Ithafa, Musina, 4103",Springs,Limpopo,2653,"Surveyor, building control",Zulu,N/A
'6402119816048,Mandlakhe,Ndlanzi,Male,1964-02-11,61,Citizen,South Africa,18414885,N/A,N/A,N/A,N/A,N/A,0.95,thuthukile50@za.net,(849)380-7569,"9774 Somerset Isitaladi, Mbombela, 6606",Vanderbijlpark,Limpopo,9056,"Teacher, primary school",Zulu,N/A
'7701171679003,Nonhlanhla,Mazibuko,Female,1977-01-17,48,Citizen,South Africa,42537446,N/A,N/A,N/A,N/A,N/A,0.85,nomagugu58@co.za,001-324-226-2238,"1357 Walter Sisulu Isitaladi, Kimberley, 9680",Springs,Gauteng,3761,Medical sales representative,Zulu,N/A
'PR61730079,Henriette,Aubry,Female,1992-12-16,32,Temporary Visa,United Kingdom,559657547,Retirement Visa,2025-08-25,2035-08-23,PER18149,N/A,0.9,gabrielriviere@co.uk,+33 (0)2 79 26 75 21,"112, rue Jacquet, 68154 Lecoq",Fontaine-les-Bains,Western Cape,04464,sommelier,French,6
'4601016540054,Sandile,Mhlambo,Male,1946-01-01,79,Citizen,South Africa,14529990,N/A,N/A,N/A,N/A,N/A,0.76,smaphisa@co.za,(990)208-0616,"547 Paul Kruger Ithafa, Vereeniging, 2063",Thohoyandou,Western Cape,1727,Osteopath,Zulu,N/A
