ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'4112031602049,Mnqobi,Caluza,Female,1941-12-03,83,Citizen,South Africa,50540586,N/A,N/A,N/A,N/A,N/A,0.71,sibusisiwemashasha@co.za,472.553.4014x92642,"482 George Indawo, Randfontein, 9005",Bethlehem,Mpumalanga,6135,Contracting civil engineer,Zulu,N/A
'9611136232023,Mthokozisi,Ntuli,Male,1996-11-13,28,Citizen,South Africa,57554901,N/A,N/A,N/A,N/A,N/A,0.99,sengwayosibusisiwe@co.za,856-723-1004x5309,"8317 Grey Isitaladi, iKapa, 2122",Klerksdorp,Free State,1504,Environmental manager,Zulu,N/A
'8404130803004,Nokulunga,Mvuyana,Female,1984-04-13,41,Citizen,South Africa,57930605,N/A,N/A,N/A,N/A,N/A,0.7,nobantu20@za.net,(203)360-7661,"136 Clarence Isitaladi, Kimberley, 2929",eGoli,Eastern Cape,7885,Neurosurgeon,Zulu,N/A
'6505084438008,Nomvula,Thango,Female,1965-05-08,60,Permanent Resident,South Africa,41630794,N/A,N/A,N/A,N/A,N/A,0.95,mnqobihlubi@co.za,780.944.2764,"4412 William Indawo, Klerksdorp, 8023",iBhayi,Western Cape,1671,Sports therapist,Zulu,N/A
'PR66793699,Thabani,Sigagu,Male,1972-07-17,53,Temporary Visa,Botswana,BO502314,Study Visa,2024-04-13,2034-04-11,PER38801,N/A,0.82,dumisanisengwayo@net,(795)556-3881x3781,"246 Adelaide Indlela, Springs, 5089",Witbank,Mpumalanga,7198,"Programme researcher, broadcasting/film/video",Zulu,9
'5705178337032,Sibonelo,Cibane,Male,1957-05-17,68,Citizen,South Africa,26260904,N/A,N/A,N/A,N/A,N/A,0.99,isikobi@africa.com,269-274-4140x8298,"3275 Prince Indawo, Uitenhage, 9728",Bloemfontein,Western Cape,3968,"Civil engineer, consulting",Zulu,N/A
'TV73256,Thembisile,Mathebela,Female,1970-09-22,55,Asylum Seeker,Malawi,49317306,Corporate Visa,2024-03-17,2026-05-02,VIS67051,N/A,0.78,thembisile60@net,(341)811-9746x9901,"311 King Umgwaqo, Mahikeng, 8304",Benoni,Gauteng,2133,Armed forces training and education officer,Zulu,19
'6102148549047,Luyanda,Bantwini,Male,1961-02-14,64,Citizen,South Africa,38033639,N/A,N/A,N/A,N/A,N/A,0.82,siphesihlekhuzwayo@co.za,+1-657-337-5354x4880,"678 Oxford Indlela, Kathu, 8933",Mbombela,Western Cape,5159,"Designer, fashion/clothing",Zulu,N/A
'8206125786074,Musa,Caluza,Male,1982-06-12,43,Temporary Visa,South Africa,78868011,N/A,N/A,N/A,N/A,N/A,0.81,thenjwayogugu@za.net,+1-546-705-0278,"10 West Indlela, Bethlehem, 2448",Potchefstroom,Western Cape,3296,Animal nutritionist,Zulu,N/A
'7002076158012,Mlungisi,Weza,Male,1970-02-07,55,Citizen,South Africa,96930497,N/A,N/A,N/A,N/A,N/A,0.78,fnkundlande@za.net,(640)400-8478x35502,"8845 Elizabeth Indawo, Mbombela, 7431",Middelburg,KwaZulu-Natal,6451,Health visitor,Zulu,N/A
'6708208204083,Thalente,Mabhena,Male,1967-08-20,58,Temporary Visa,South Africa,76904444,N/A,N/A,N/A,N/A,N/A,0.76,nozizwe10@africa.com,656.908.9802,"71 Albertina Sisulu Umgwaqo, Kimberley, 5452",Randfontein,Mpumalanga,3419,Geophysical data processor,Zulu,N/A
'7309135852001,S'fiso,Mahlinza,Male,1973-09-13,52,Permanent Resident,South Africa,59933652,N/A,N/A,N/A,N/A,N/A,0.71,siyabongamakhathini@co.za,674.272.5154x48109,"9784 Thomas Isitaladi, Tembisa, 8003",Newcastle,Mpumalanga,9837,"Therapist, speech and language",Zulu,N/A
'7909309692031,Zenzele,Mzobe,Male,1979-09-30,46,Citizen,South Africa,38096661,N/A,N/A,N/A,N/A,N/A,0.97,londisizwe37@co.za,+1-610-858-0128x547,"4255 Gandhi Umgwaqo, Musina, 1617",Mahikeng,Eastern Cape,9246,Bonds trader,Zulu,N/A
'8506211237036,Nothando,Bukhosini,Female,1985-06-21,40,Citizen,South Africa,99684272,N/A,N/A,N/A,N/A,N/A,0.74,tmazalankosi@za.net,+1-761-548-8005x4496,"77 Nelson Mandela Isitaladi, Bethlehem, 4142",Klerksdorp,Mpumalanga,9891,Town planner,Zulu,N/A
'PR11357742,Stéphanie,Jacquot,Female,2004-04-01,21,Citizen,France,320277249,Relative's Visa,2025-01-31,2035-01-29,PER71843,N/A,0.62,reneetessier@fr,01 56 31 30 03,"60, boulevard Diallo, 49353 Delmas",Leclercq,North West,04899,esthéticien-cosméticien,French,4
'5911256035090,Bandile,Yengwayo,Male,1959-11-25,65,Citizen,South Africa,57412557,N/A,N/A,N/A,N/A,N/A,0.92,lutholonizakhele@co.za,3776895773,"5040 Long Isitaladi, Newcastle, 5743",Randfontein,North West,8080,"Psychologist, occupational",Zulu,N/A
'PR32127151,Nomusa,Siyeshe,Female,2000-09-04,25,Permanent Resident,Zimbabwe,ZI867001,Corporate Visa,2023-11-10,2033-11-07,PER16902,N/A,0.79,silondile62@co.zw,(254)558-5625x403,"1324 Church Indlela, Rustenburg, 5950",Mahikeng,Eastern Cape,9019,Curator,Zulu,5
'6512017401049,Langalibalele,Guliwe,Male,1965-12-01,59,Permanent Resident,South Africa,18370181,N/A,N/A,N/A,N/A,N/A,0.83,evumisa@africa.com,001-747-921-7273x4463,"95 Victoria Indawo, Boksburg, 2346",Tembisa,Western Cape,1228,Contracting civil engineer,Zulu,N/A
'7206289633073,Sandile,Mgazi,Male,1972-06-28,53,Asylum Seeker,South Africa,76139734,N/A,N/A,N/A,N/A,N/A,0.91,sibongile34@za.net,497-642-0214x59318,"47 Albertina Sisulu Isitaladi, Randfontein, 1969",iBhayi,KwaZulu-Natal,6381,Rural practice surveyor,Zulu,N/A
'TV10439,Nkazimulo,Boyabenyathi,Female,2001-12-03,23,Citizen,Zimbabwe,ZI994726,Business Visa,2023-05-22,2026-03-21,VIS46110,N/A,0.65,nomcebomsani@co.zw,+1-817-236-5189x3169,"4718 Gandhi Indawo, Centurion, 4990",Witbank,Mpumalanga,7027,Clothing/textile technologist,Zulu,9
'4601083454033,Simphiwe,Ximba,Female,1946-01-08,79,Citizen,South Africa,14316154,N/A,N/A,N/A,N/A,N/A,0.82,ilakaza@africa.com,+1-893-925-8188x14094,"89 George Indlela, Springs, 4576",Stellenbosch,Western Cape,9417,"Designer, industrial/product",Zulu,N/A
'TV52926,SimphiweyiNkosi,Madide,Male,1981-10-15,43,Permanent Resident,Malawi,84790713,Work Visa,2024-09-07,2026-09-18,VIS33130,N/A,0.66,hlumakazithandeka@net,001-647-831-5463x560,"807 King Indawo, Potchefstroom, 3101",Sasolburg,Western Cape,2266,Restaurant manager,Zulu,16
'8204270852077,Gugulethu,Mtimande,Female,1982-04-27,43,Citizen,South Africa,82240084,N/A,N/A,N/A,N/A,N/A,0.92,ydlamlenze@co.za,001-607-609-9297x720,"651 Main Isitaladi, Soweto, 7950",Newcastle,Eastern Cape,1887,Television floor manager,Zulu,N/A
'TV10214,पूर्णिमा,डी’सोउज़ा,Female,1974-07-31,51,Temporary Visa,India,78008414,Study Visa,2023-12-15,2024-06-14,VIS68102,N/A,0.68,praav@india.com,03769 384820,"2 शङ्कर प्रसाद, फतेहगढ 874374",मोकोकचुंग,KwaZulu-Natal,691696,"Lighting technician, broadcasting/film/video",Hindi,20
'AS644883,Gabriel,Jean,Male,2005-08-12,20,Citizen,Democratic Republic of Congo,13587457,Asylum Seeker Permit,2025-06-23,2027-06-23,ASP67991,Application Submitted,0.64,zacharieduhamel@org,+33 (0)3 86 11 04 92,"rue Corinne Gilbert, 49877 Leroy",Lefort-sur-Mer,Western Cape,44254,chargé de recherche en acoustique musicale,French,13
'9008207237064,Jabulani,Shabalala,Male,1990-08-20,35,Temporary Visa,South Africa,57620627,N/A,N/A,N/A,N/A,N/A,0.99,bmbulaze@co.za,(531)738-8838,"4235 Adelaide Umgwaqo, Rustenburg, 3309",Springs,Eastern Cape,8060,"Designer, fashion/clothing",Zulu,N/A
'9304287281058,Minenhle,Manyoni,Male,1993-04-28,32,Temporary Visa,South Africa,22801877,N/A,N/A,N/A,N/A,N/A,0.83,ngazithaandile@africa.com,741.729.5449x7111,"41 Elizabeth Umgwaqo, Chatsworth, 9206",Bethlehem,Western Cape,2914,Psychiatrist,Zulu,N/A
'PR35439920,Njabulo,Ndabandaba,Male,1981-03-05,44,Temporary Visa,Lesotho,62785367,Study Visa,2025-04-24,2035-04-22,PER33741,N/A,0.68,mkhizethembile@com,5085279361,"12 Joseph Isitaladi, Mahikeng, 8215",Sasolburg,Western Cape,2501,"Engineer, civil (contracting)",Zulu,15
'9308282529056,Owethu,Gwagwa,Female,1993-08-28,32,Citizen,South Africa,32791314,N/A,N/A,N/A,N/A,N/A,0.72,khambulemcebisi@co.za,581.547.9750,"1224 Milner Isitaladi, Benoni, 2814",Polokwane,North West,8220,"Psychologist, forensic",Zulu,N/A
'8803222363029,Nomcebo,Sibhene,Female,1988-03-22,37,Citizen,South Africa,19188412,N/A,N/A,N/A,N/A,N/A,0.75,sibongile93@africa.com,4329707754,"9516 James Indawo, Krugersdorp, 5513",Mahikeng,Limpopo,4403,Writer,Zulu,N/A
'7010121639065,Nomusa,Shamase,Female,1970-10-12,54,Citizen,South Africa,39539753,N/A,N/A,N/A,N/A,N/A,0.9,dimbanelungile@co.za,5972228387,"340 Smith Indlela, Witbank, 5734",Welkom,Eastern Cape,6291,"Lecturer, further education",Zulu,N/A
'PR23272268,Zenzele,Gcwabe,Male,1975-05-14,50,Citizen,Botswana,BO904580,Corporate Visa,2023-03-22,2033-03-19,PER51019,N/A,0.69,dlamlenzelwandile@com,932-549-1289,"8981 High Ithafa, iKapa, 8048",Witbank,North West,6445,Records manager,Zulu,11
'7007108720065,Sandile,Wela,Male,1970-07-10,55,Citizen,South Africa,61665053,N/A,N/A,N/A,N/A,N/A,0.96,dnyanda@za.net,(866)843-0459x8263,"23 Edward Isitaladi, Potchefstroom, 1955",Paarl,KwaZulu-Natal,6758,Technical author,Zulu,N/A
'9002139361060,Thalente,Mdlanyoka,Male,1990-02-13,35,Permanent Resident,South Africa,61213439,N/A,N/A,N/A,N/A,N/A,0.95,pnxamalala@co.za,(514)413-7664x4085,"256 Charles Indlela, Bethlehem, 2372",Kimberley,Limpopo,1060,Insurance claims handler,Zulu,N/A
'0010118409097,Sibusiso,Mnisi,Male,2000-10-11,24,Citizen,South Africa,54480564,N/A,N/A,N/A,N/A,N/A,0.75,ddindela@za.net,947-219-6186,"4619 King Indawo, Klerksdorp, 8932",Mbombela,Free State,9381,Research scientist (physical sciences),Zulu,N/A
'TV32864,चण्डा,भरद्वाज,Female,1970-11-12,54,Asylum Seeker,India,77563744,Critical Skills Visa,2023-05-31,2023-10-10,VIS49882,N/A,0.87,pllv96@india.com,006-37224910,"99/47 भरद्वाज, अलांग-069323",चिरमिरी,Northern Cape,460837,Futures trader,Hindi,0
'PR78090690,Agathe,Pelletier,Female,1976-10-04,49,Citizen,France,612843325,Critical Skills Visa,2023-11-07,2033-11-04,PER14868,N/A,0.73,aimee89@france.com,+33 5 86 88 10 96,"avenue de Tanguy, 07753 Delmas",Grenier,Free State,22385,géothermicien,French,5
'4007187457097,Mandla,Gumbi,Male,1940-07-18,85,Citizen,South Africa,54220247,N/A,N/A,N/A,N/A,N/A,0.71,londisizwemgwaba@za.net,333.700.6169,"405 Smith Indlela, Kathu, 7574",Musina,Northern Cape,3693,"Buyer, industrial",Zulu,N/A
'6408029503049,Sphiwe,Mbunjwa,Male,1964-08-02,61,Citizen,South Africa,62354834,N/A,N/A,N/A,N/A,N/A,0.87,mtolothabani@za.net,001-561-239-7748x397,"987 Paul Kruger Ithafa, Upington, 7804",George,Western Cape,2759,Product manager,Zulu,N/A
'8706120837003,Bhekokwakhe,Mkhabela,Female,1987-06-12,38,Citizen,South Africa,98984184,N/A,N/A,N/A,N/A,N/A,0.85,gengeshemzamo@za.net,001-929-446-3915x9619,"7822 Charles Umgwaqo, Mahikeng, 2534",Sasolburg,Mpumalanga,8453,Health promotion specialist,Zulu,N/A
'0502158337020,Luyanda,Phoseka,Male,2005-02-15,20,Citizen,South Africa,21002694,N/A,N/A,N/A,N/A,N/A,0.97,nozibusiso73@africa.com,(300)803-8060x1527,"403 James Indlela, Rustenburg, 7464",eGoli,Limpopo,5122,"Conservator, furniture",Zulu,N/A
'5711078753054,Sandile,Chiliza,Male,1957-11-07,67,Citizen,South Africa,30763189,N/A,N/A,N/A,N/A,N/A,0.89,fgama@co.za,+1-253-551-4711x3782,"44 Grey Indawo, Vanderbijlpark, 3405",Springs,Eastern Cape,8190,Agricultural consultant,Zulu,N/A
'9910045897063,Sphiwe,Dludlu,Male,1999-10-04,26,Citizen,South Africa,11818238,N/A,N/A,N/A,N/A,N/A,0.95,sibiyathabisa@co.za,433-240-6404x84819,"50 Long Indawo, Boksburg, 4587",Upington,Northern Cape,5012,Trading standards officer,Zulu,N/A
'9012227540002,Langalibalele,Sibhene,Male,1990-12-22,34,Citizen,South Africa,91260117,N/A,N/A,N/A,N/A,N/A,0.85,mfanisa@co.za,557-968-2017,"165 Prince Isitaladi, Paarl, 3462",Randfontein,North West,3445,Bonds trader,Zulu,N/A
'5512231145056,Nomasonto,Mbende,Female,1955-12-23,69,Permanent Resident,South Africa,36038472,N/A,N/A,N/A,N/A,N/A,0.98,gkheswa@co.za,+1-378-829-0482x642,"7523 Jan Smuts Indlela, Springs, 7657",Middelburg,Northern Cape,1312,Textile designer,Zulu,N/A
'5512108312009,Thabani,Maseko,Male,1955-12-10,69,Citizen,South Africa,66860058,N/A,N/A,N/A,N/A,N/A,0.9,kmanana@co.za,001-400-354-9683x0960,"5425 Stanley Umgwaqo, Middelburg, 8579",Paarl,Gauteng,4497,Passenger transport manager,Zulu,N/A
'8509044771035,Olwethu,Nyathi,Female,1985-09-04,40,Citizen,South Africa,74427475,N/A,N/A,N/A,N/A,N/A,0.83,qmthiya@za.net,974-639-6730x71971,"503 Grey Indawo, Vanderbijlpark, 1122",Welkom,Free State,1116,Chiropodist,Zulu,N/A
'4602269646035,Musa,Nontuli,Male,1946-02-26,79,Citizen,South Africa,50250083,N/A,N/A,N/A,N/A,N/A,0.85,thandeka13@za.net,928-362-8469x9296,"23 Stanley Ithafa, Vereeniging, 3421",Thohoyandou,KwaZulu-Natal,7578,Musician,Zulu,N/A
'5105060354035,Nomcebo,Khubisa,Female,1951-05-06,74,Citizen,South Africa,94643006,N/A,N/A,N/A,N/A,N/A,0.98,lungile86@co.za,001-807-428-8440x504,"760 Main Umgwaqo, Newcastle, 4972",uMgungundlovu,Mpumalanga,5129,Nature conservation officer,Zulu,N/A
'4606030266061,Nomalanga,Mayisela,Female,1946-06-03,79,Citizen,South Africa,45978992,N/A,N/A,N/A,N/A,N/A,0.92,ximbanobantu@africa.com,(590)389-0661x64854,"797 Napier Indawo, Centurion, 4472",Benoni,Eastern Cape,6645,"Runner, broadcasting/film/video",Zulu,N/A
'7904200190095,Thembekile,Ngazitha,Female,1979-04-20,46,Permanent Resident,South Africa,46532604,N/A,N/A,N/A,N/A,N/A,0.81,sfiso97@za.net,(364)629-7176x80777,"6490 York Ithafa, Vanderbijlpark, 7665",Musina,Northern Cape,9641,Solicitor,Zulu,N/A
'5608192284038,Zibuyile,Nzimande,Female,1956-08-19,69,Citizen,South Africa,68274643,N/A,N/A,N/A,N/A,N/A,0.98,gugulethu26@za.net,001-833-496-5802x2843,"429 Nelson Mandela Ithafa, iKapa, 5349",Centurion,KwaZulu-Natal,2098,"Administrator, local government",Zulu,N/A
'8807232873036,Nomathemba,Amahle,Female,1988-07-23,37,Asylum Seeker,South Africa,47751411,N/A,N/A,N/A,N/A,N/A,0.79,mmasikane@co.za,001-221-565-0412x0876,"67 Stanley Indlela, uMgungundlovu, 8584",Musina,Northern Cape,3258,IT sales professional,Zulu,N/A
'PR50466072,Amahle,Mkhathini,Female,2005-09-01,20,Citizen,Eswatini,38721061,Business Visa,2024-11-28,2034-11-26,PER19158,N/A,0.77,zenzile74@org,550.757.0856,"729 Paul Kruger Indlela, Chatsworth, 4585",Polokwane,Western Cape,8647,"Civil engineer, contracting",Zulu,2
'6212038072058,Andile,Madela,Male,1962-12-03,62,Citizen,South Africa,66663270,N/A,N/A,N/A,N/A,N/A,0.88,mzamo53@za.net,492-440-4028x90189,"33 Smith Umgwaqo, Upington, 6858",Krugersdorp,North West,7947,Paediatric nurse,Zulu,N/A
'PR25924049,Minenhle,Ndlanya,Male,1988-05-25,37,Citizen,Kenya,K4420509,Relative's Visa,2024-06-16,2034-06-14,PER79982,N/A,0.81,sibongilesishiya@kenya.com,4986392961,"438 High Indawo, Uitenhage, 5351",eGoli,KwaZulu-Natal,4940,Research scientist (physical sciences),Zulu,10
'8205155160067,Jabulani,Mbuyazi,Male,1982-05-15,43,Asylum Seeker,South Africa,41553327,N/A,N/A,N/A,N/A,N/A,0.8,nobuhle60@africa.com,842.722.6565,"266 Nelson Mandela Ithafa, Sasolburg, 8679",Boksburg,North West,8882,Control and instrumentation engineer,Zulu,N/A
'PR17378313,Elke,Jessel,Female,1999-09-12,26,Citizen,Germany,885948650,Work Visa,2024-08-09,2034-08-07,PER89647,N/A,0.69,bogdan40@de,06505 636039,"Wernerweg 9, 59892 Weißenfels",Aschaffenburg,KwaZulu-Natal,07353,Binnenschiffer,German,15
'7808313044026,Sihawukele,Magagula,Female,1978-08-31,47,Citizen,South Africa,74128083,N/A,N/A,N/A,N/A,N/A,0.9,nothandokhoza@africa.com,355.245.4001x70056,"50 Nelson Mandela Umgwaqo, Mbombela, 2287",Centurion,North West,1876,"Social research officer, government",Zulu,N/A
'0511078310054,Lwandile,Phathwayo,Male,2005-11-07,19,Permanent Resident,South Africa,84354806,N/A,N/A,N/A,N/A,N/A,0.88,luyandandawo@africa.com,548.704.7908x54345,"68 Paul Kruger Ithafa, Uitenhage, 7337",Mbombela,North West,1641,Quantity surveyor,Zulu,N/A
'PR35524634,Lungile,Phoseka,Male,1982-06-14,43,Citizen,Somalia,99179986,Critical Skills Visa,2024-08-19,2034-08-17,PER38485,N/A,0.63,xmphankomo@net,572.890.9605x427,"10 Paul Kruger Isitaladi, eGoli, 5568",Vanderbijlpark,Northern Cape,2016,Holiday representative,Zulu,8
'9307147037017,Zenzele,Msokazi,Male,1993-07-14,32,Citizen,South Africa,99865357,N/A,N/A,N/A,N/A,N/A,0.97,hdingila@africa.com,428-249-8152,"33 Rivonia Umgwaqo, Soweto, 9614",Vanderbijlpark,North West,1312,Pension scheme manager,Zulu,N/A
'7506200357059,Khanyisile,Songiya,Female,1975-06-20,50,Permanent Resident,South Africa,11814802,N/A,N/A,N/A,N/A,N/A,0.94,zibuyilejali@co.za,477-434-0848x78573,"63 President Umgwaqo, Bethlehem, 9442",Stellenbosch,Northern Cape,8224,"Surveyor, hydrographic",Zulu,N/A
'6009013009000,Bhekisisa,Khathi,Female,1960-09-01,65,Citizen,South Africa,64758761,N/A,N/A,N/A,N/A,N/A,0.9,mngomezulumcebisi@za.net,586.323.5936x32355,"5595 Albertina Sisulu Umgwaqo, Potchefstroom, 5365",Paarl,Western Cape,5237,"Buyer, retail",Zulu,N/A
'4506297079017,Thando,Mthinti,Male,1945-06-29,80,Citizen,South Africa,68006810,N/A,N/A,N/A,N/A,N/A,0.92,luyandamboko@africa.com,773-219-6892x92953,"45 George Umgwaqo, Newcastle, 3792",Kathu,Gauteng,9430,Seismic interpreter,Zulu,N/A
'4405130810049,Nomvula,Nkomose,Female,1944-05-13,81,Citizen,South Africa,44273437,N/A,N/A,N/A,N/A,N/A,0.85,langalibalelendiyema@africa.com,(822)288-7049,"7721 High Umgwaqo, Centurion, 5440",Kathu,Limpopo,2747,Environmental health practitioner,Zulu,N/A
'9207173173029,Olwethu,Mazwi,Female,1992-07-17,33,Citizen,South Africa,60366153,N/A,N/A,N/A,N/A,N/A,0.77,nomasonto16@africa.com,+1-504-300-7928x774,"61 Albertina Sisulu Indlela, Kimberley, 1779",George,Free State,5763,Volunteer coordinator,Zulu,N/A
'9806056617075,Mzamo,Mngomezulu,Male,1998-06-05,27,Citizen,South Africa,10708807,N/A,N/A,N/A,N/A,N/A,0.76,sphiwemaluleka@africa.com,924-657-8986,"160 Somerset Ithafa, Witbank, 3060",Thohoyandou,Western Cape,2278,Nature conservation officer,Zulu,N/A
'0409082915002,Sibongile,Sontuli,Female,2004-09-08,21,Permanent Resident,South Africa,71986333,N/A,N/A,N/A,N/A,N/A,0.74,nomathalentemlalane@za.net,(897)325-3169,"93 Joseph Indlela, Rustenburg, 5895",Springs,North West,5063,"Radiographer, therapeutic",Zulu,N/A
'AS820045,Carminho,Campos,Female,1977-04-21,48,Citizen,Mozambique,MO183876,Asylum Seeker Permit,2022-10-23,2024-10-22,ASP73758,Appeal Pending,0.41,svieira@mozambique.com,(351) 914 438 498,"Largo Neto, 90, 0610-579 Moura",Esposende,Limpopo,4648-076,Profissional paramédico,Portuguese,15
'7903175082050,Thalente,Magononde,Male,1979-03-17,46,Citizen,South Africa,73123819,N/A,N/A,N/A,N/A,N/A,0.74,nomalanga28@za.net,362-985-0516,"45 Smith Indlela, Vanderbijlpark, 5647",Centurion,Free State,8605,Agricultural consultant,Zulu,N/A
'7412138740070,Lwandile,Mthonti,Male,1974-12-13,50,Citizen,South Africa,51052755,N/A,N/A,N/A,N/A,N/A,0.76,qmakhunga@africa.com,(220)654-1557,"83 Oxford Indawo, Mahikeng, 3499",iBhayi,Western Cape,2396,Advertising copywriter,Zulu,N/A
'PR10958555,Thandazile,Mbekwa,Female,1986-07-27,39,Citizen,Zimbabwe,ZI252914,Work Visa,2023-11-25,2033-11-22,PER76933,N/A,0.84,ymdunge@co.zw,001-266-422-4744,"4661 York Isitaladi, iKapa, 3482",Vereeniging,KwaZulu-Natal,4451,Dealer,Zulu,9
