ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'5803227890083,Njabulo,Gatsheni,Male,1958-03-22,67,Citizen,South Africa,10835917,N/A,N/A,N/A,N/A,N/A,simphiweyinkosi98@co.za,528-897-4679x3046,"2304 West Umgwaqo, Chatsworth, 3215",Kathu,Free State,8846,Energy engineer,Zulu,N/A
'5510239903040,Thabani,Mbuyisa,Male,1955-10-23,69,Citizen,South Africa,67716969,N/A,N/A,N/A,N/A,N/A,sikhunyanasibusiso@co.za,436-572-6529x57217,"5371 West Ithafa, Soweto, 5549",Bethlehem,Limpopo,9059,Clinical cytogeneticist,Zulu,N/A
'7601105430066,Luyanda,Sengwayo,Male,1976-01-10,49,Permanent Resident,South Africa,19593184,N/A,N/A,N/A,N/A,N/A,ndonganozizwe@za.net,+1-881-300-7583x30648,"708 President Umgwaqo, Bethlehem, 8120",uMgungundlovu,Gauteng,9058,Comptroller,Zulu,N/A
'7608205005028,Luyanda,Mbuyazi,Male,1976-08-20,49,Citizen,South Africa,47788284,N/A,N/A,N/A,N/A,N/A,nndinisa@africa.com,830-668-5529x3171,"1020 Adelaide Indawo, Middelburg, 9254",uMgungundlovu,Gauteng,6161,Museum education officer,Zulu,N/A
'PR21397464,Nomvula,Mlambo,Female,1980-02-05,45,Citizen,Zimbabwe,ZI270870,Retirement Visa,2024-04-26,2034-04-24,PER58751,N/A,qchibi@co.zw,+1-530-650-5524x5380,"6117 Voortrekker Isitaladi, Mbombela, 9837",Bethlehem,Western Cape,7136,"Surveyor, land/geomatics",Zulu,12
'5601040753011,Thuthukile,Vabaza,Female,1956-01-04,69,Citizen,South Africa,78433283,N/A,N/A,N/A,N/A,N/A,noxolo02@africa.com,+1-789-255-4157x1000,"5243 Clarence Indlela, Newcastle, 7459",iKapa,KwaZulu-Natal,2617,Interior and spatial designer,Zulu,N/A
'TV36139,Njabulo,Dinangwe,Male,1988-10-13,36,Citizen,Zambia,97180767,Study Visa,2025-04-25,2028-01-20,VIS11990,N/A,mzamomhlongo@com,001-244-593-3641x1498,"893 Smith Indawo, Musina, 1211",Thohoyandou,Northern Cape,3601,Research scientist (maths),Zulu,4
'9208047113089,Siyabonga,Ndimande,Male,1992-08-04,33,Citizen,South Africa,21941169,N/A,N/A,N/A,N/A,N/A,nomcebomjwara@co.za,5865269165,"7950 Somerset Indlela, eGoli, 8408",Boksburg,Limpopo,4627,"Designer, blown glass/stained glass",Zulu,N/A
'6802172839075,Thembekile,Gamede,Female,1968-02-17,57,Citizen,South Africa,36674791,N/A,N/A,N/A,N/A,N/A,kgcwabe@africa.com,001-751-788-5400x62150,"8174 Clarence Ithafa, Vanderbijlpark, 6030",Paarl,North West,3329,Drilling engineer,Zulu,N/A
'9706192444071,Nomagugu,Njinji,Female,1997-06-19,28,Citizen,South Africa,37612603,N/A,N/A,N/A,N/A,N/A,njabulogabadela@za.net,(685)224-7258,"3581 Gandhi Ithafa, Kimberley, 6620",Uitenhage,Mpumalanga,1788,Radiation protection practitioner,Zulu,N/A
'8503053787035,Ndumiso,Mdonswa,Female,1985-03-05,40,Citizen,South Africa,18961728,N/A,N/A,N/A,N/A,N/A,nomagugu01@co.za,948-873-9432x61846,"2926 Queen Umgwaqo, Randfontein, 8358",Tembisa,Free State,1708,Diagnostic radiographer,Zulu,N/A
'PR77951530,Lungile,Nonkosi,Male,1982-07-23,43,Citizen,Zimbabwe,ZI355616,Work Visa,2024-09-04,2034-09-02,PER97235,N/A,luyanda20@zimbabwe.com,+1-437-828-7105x28468,"18 Elizabeth Indlela, Bloemfontein, 8988",Kathu,Gauteng,8162,"Designer, fashion/clothing",Zulu,2
'TV85502,Nomusa,Bhensela,Female,1991-04-07,34,Citizen,Lesotho,45314800,Retirement Visa,2023-02-16,2023-05-28,VIS78337,N/A,juqulagugu@com,2116794221,"2849 High Umgwaqo, Witbank, 6126",Bloemfontein,Mpumalanga,7858,Heritage manager,Zulu,9
'TV10242,Kunigunde,Rörricht,Female,1978-04-11,47,Citizen,Germany,180533737,Corporate Visa,2023-03-06,2025-10-21,VIS45758,N/A,vpohl@de,+49 (0) 1617 509394,"Vollbrechtplatz 84/70, 03607 Mellrichstadt",Waldmünchen,Eastern Cape,77795,Beamter,German,15
'PR33862303,Bruna,Tavares,Female,1977-06-23,48,Permanent Resident,Mozambique,MO132740,Business Visa,2025-02-09,2035-02-07,PER97787,N/A,sfonseca@co.mz,(351) 936513326,"Avenida da Ranha, 212, 6363-980 Bragança",Queluz,Limpopo,3133-814,Fisioterapeuta,Portuguese,20
'7308165112076,SimphiweyiNkosi,Makhulukhulu,Male,1973-08-16,52,Citizen,South Africa,77528424,N/A,N/A,N/A,N/A,N/A,mgumede@africa.com,(613)291-2932,"85 Clarence Ithafa, Upington, 3308",Centurion,KwaZulu-Natal,7089,Pension scheme manager,Zulu,N/A
'PR48710692,Hugo,Cruz,Male,1978-09-26,46,Citizen,Mozambique,MO943448,Relative's Visa,2023-06-08,2033-06-05,PER19088,N/A,bryancruz@co.mz,(351) 935 619 814,"Rua Sandro Macedo, 3, 3742-485 Tavira",Vila do Conde,Gauteng,7426-544,Operador de máquinas para o fabrico do tabaco,Portuguese,20
'5104055904044,Thabani,Gambuse,Male,1951-04-05,74,Permanent Resident,South Africa,61677587,N/A,N/A,N/A,N/A,N/A,zdukada@za.net,221.616.0204,"126 York Indlela, Mahikeng, 2840",Mahikeng,Gauteng,4128,Radiation protection practitioner,Zulu,N/A
'4611057852070,Mthokozisi,Mbuyazi,Male,1946-11-05,78,Citizen,South Africa,21127738,N/A,N/A,N/A,N/A,N/A,slembede@africa.com,+1-377-293-9482,"75 Nelson Mandela Indlela, Witbank, 9188",eThekwini,Limpopo,5102,IT technical support officer,Zulu,N/A
'4308255236046,Luyanda,Maphindela,Male,1943-08-25,82,Citizen,South Africa,41185905,N/A,N/A,N/A,N/A,N/A,nsomfula@africa.com,958.928.5083,"952 Smith Isitaladi, Potchefstroom, 7244",eThekwini,KwaZulu-Natal,4031,Immunologist,Zulu,N/A
'9906117041027,Mlungisi,Mlangatshe,Male,1999-06-11,26,Citizen,South Africa,89542023,N/A,N/A,N/A,N/A,N/A,rmabhena@co.za,+1-515-867-4836x698,"935 Oxford Umgwaqo, Benoni, 8746",Newcastle,Mpumalanga,8510,Community pharmacist,Zulu,N/A
'5305216813005,Mcebisi,Xolo,Male,1953-05-21,72,Citizen,South Africa,39592776,N/A,N/A,N/A,N/A,N/A,qmtumaseli@za.net,582.718.4636,"4826 Jan Smuts Ithafa, iKapa, 4152",Chatsworth,North West,1946,Marine scientist,Zulu,N/A
'7205019162092,Sphiwe,Boyabenyathi,Male,1972-05-01,53,Citizen,South Africa,55406519,N/A,N/A,N/A,N/A,N/A,mabhokogugu@za.net,+1-528-309-1306,"71 Thomas Indlela, uMgungundlovu, 8288",Tembisa,North West,9545,"Editor, film/video",Zulu,N/A
'PR18746725,Thuthukile,Sotobe,Female,2005-09-30,19,Citizen,Nigeria,N1573729,Corporate Visa,2023-10-07,2033-10-04,PER89859,N/A,thembekilemhlungu@com.ng,(854)418-8150,"246 Milner Ithafa, eThekwini, 7857",Bethlehem,Gauteng,2289,Tax inspector,Zulu,16
'7001074229057,Gugu,Gcwensa,Female,1970-01-07,55,Citizen,South Africa,53815344,N/A,N/A,N/A,N/A,N/A,bhekisisavangisa@za.net,(384)429-6391,"62 Somerset Indlela, Thohoyandou, 1393",Bethlehem,North West,4235,Financial adviser,Zulu,N/A
'5609161619093,Khanyisile,Nsukuza,Female,1956-09-16,68,Asylum Seeker,South Africa,87252467,N/A,N/A,N/A,N/A,N/A,jabulanivangisa@co.za,(293)789-8364,"933 York Indlela, Welkom, 2023",Bethlehem,Limpopo,7901,Learning mentor,Zulu,N/A
'9510152902080,Simphiwe,Ndlangamandla,Female,1995-10-15,29,Citizen,South Africa,72557701,N/A,N/A,N/A,N/A,N/A,hdingila@za.net,001-268-304-9185,"20 Stanley Ithafa, Bethlehem, 8725",Newcastle,North West,6111,Magazine journalist,Zulu,N/A
'4910025436036,Mandlakhe,Thumbela,Male,1949-10-02,75,Citizen,South Africa,55637293,N/A,N/A,N/A,N/A,N/A,emshazi@za.net,383-434-5427,"3636 Short Indawo, Sasolburg, 6814",Chatsworth,Free State,2806,Product designer,Zulu,N/A
'5410154307083,Nomathalente,Ngcobo,Female,1954-10-15,70,Temporary Visa,South Africa,51533696,N/A,N/A,N/A,N/A,N/A,mzombanomvula@co.za,001-575-805-6357x2952,"55 President Ithafa, Thohoyandou, 8108",Chatsworth,Northern Cape,4149,Marketing executive,Zulu,N/A
'0109121361048,Busisiwe,Mtimande,Female,2001-09-12,24,Temporary Visa,South Africa,88284593,N/A,N/A,N/A,N/A,N/A,nkomoseolwethu@africa.com,9556832007,"377 Stanley Ithafa, Witbank, 8824",Chatsworth,Northern Cape,5373,Arts administrator,Zulu,N/A
'PR77160827,Nomusa,Gama,Female,1992-07-04,33,Citizen,Eswatini,61578281,Retirement Visa,2024-08-21,2034-08-19,PER20464,N/A,sithembiso65@net,218.633.5796x5170,"55 Church Umgwaqo, Vanderbijlpark, 7555",Stellenbosch,KwaZulu-Natal,6354,General practice doctor,Zulu,6
'8712125331062,Vusumuzi,Mchunu,Male,1987-12-12,37,Citizen,South Africa,85350963,N/A,N/A,N/A,N/A,N/A,londiwe87@africa.com,357.939.9532x33780,"93 High Indlela, Soweto, 7339",Upington,Northern Cape,6132,"Therapist, art",Zulu,N/A
'5811201272023,Thandeka,Boyabenyathi,Female,1958-11-20,66,Temporary Visa,South Africa,35441681,N/A,N/A,N/A,N/A,N/A,ephuthini@za.net,246.391.4263x567,"850 Grey Indlela, Kathu, 2634",George,Northern Cape,2439,Customer service manager,Zulu,N/A
'PR99399917,Mthokozisi,Khawula,Male,2004-02-28,21,Citizen,Nigeria,N6307647,Study Visa,2024-07-08,2034-07-06,PER57690,N/A,pmbili@nigeria.com,650.834.1132x11644,"833 Cecil Ithafa, Klerksdorp, 7455",Centurion,Mpumalanga,6379,Air traffic controller,Zulu,7
'AS599383,इन्द्रजित,यादव,Female,1986-12-25,38,Citizen,India,59711672,Asylum Seeker Permit,2024-11-13,2026-11-13,ASP98481,Rejected,ppillii@co.in,053-17687493,"71 देशपांडे, चंबा 491663",बहादुरगढ,Northern Cape,653950,Administrator,Hindi,15
'TV46788,Sibonelo,Bophela,Male,1996-10-06,28,Citizen,Nigeria,N1484356,Relative's Visa,2023-09-01,2026-06-19,VIS63432,N/A,silondilemafulela@nigeria.com,(790)704-9725,"8604 Stanley Isitaladi, Klerksdorp, 2159",Krugersdorp,Western Cape,5088,Fitness centre manager,Zulu,16
'4101087033099,Minenhle,Ndlondlo,Male,1941-01-08,84,Citizen,South Africa,90269353,N/A,N/A,N/A,N/A,N/A,cmgasela@africa.com,948.974.5916x47811,"310 Clarence Indawo, Klerksdorp, 2688",Bethlehem,North West,1370,Multimedia programmer,Zulu,N/A
'0110040138088,Gugulethu,Onjengenyamazane,Female,2001-10-04,23,Citizen,South Africa,78547111,N/A,N/A,N/A,N/A,N/A,thembisile58@za.net,321.579.1369x47162,"8101 Elizabeth Indlela, Kimberley, 4911",Mahikeng,Free State,6231,Freight forwarder,Zulu,N/A
'PR84639195,परवीन,अगरवाल,Female,1975-02-18,50,Citizen,India,45328366,Study Visa,2023-09-28,2033-09-25,PER92047,N/A,amnddl@india.com,+91 892 7736922,"6/2 मञ्जूषा भटनागर, अनंतनाग-922724",चंबा,KwaZulu-Natal,835148,Merchant navy officer,Hindi,10
'4301250470067,Nozizwe,Gengeshe,Female,1943-01-25,82,Citizen,South Africa,72988432,N/A,N/A,N/A,N/A,N/A,thelazibuyile@co.za,918-272-0788x208,"46 Gandhi Ithafa, Benoni, 6670",eThekwini,Western Cape,9759,"Engineer, energy",Zulu,N/A
'6708239083004,Thando,Mlungwana,Male,1967-08-23,58,Asylum Seeker,South Africa,85440470,N/A,N/A,N/A,N/A,N/A,qnhlabathi@za.net,508-747-1891,"201 Napier Indawo, Stellenbosch, 3667",Chatsworth,Western Cape,8497,Database administrator,Zulu,N/A
'8609205508056,Mandlakhe,Mncwabe,Male,1986-09-20,38,Temporary Visa,South Africa,36916232,N/A,N/A,N/A,N/A,N/A,zmlalane@za.net,542-588-2052,"12 Adelaide Indlela, Boksburg, 9526",Mbombela,Northern Cape,3353,Further education lecturer,Zulu,N/A
'6311275590077,Bandile,Mbhele,Male,1963-11-27,61,Permanent Resident,South Africa,55689655,N/A,N/A,N/A,N/A,N/A,nhlanenomagugu@co.za,749-342-6578,"7560 Rivonia Indawo, iKapa, 3801",Benoni,Mpumalanga,6806,Chartered loss adjuster,Zulu,N/A
'6010150945063,Thembile,Khubisa,Female,1960-10-15,64,Citizen,South Africa,37032533,N/A,N/A,N/A,N/A,N/A,vusumuzi69@za.net,+1-240-224-6986x78981,"9194 Walter Sisulu Indawo, iKapa, 3233",Kimberley,Gauteng,6462,Plant breeder/geneticist,Zulu,N/A
'5405039608099,Jabulani,Phethela,Male,1954-05-03,71,Citizen,South Africa,97703159,N/A,N/A,N/A,N/A,N/A,wmathetha@za.net,001-716-868-1379x690,"23 Churchill Umgwaqo, Paarl, 6136",Kimberley,Free State,5002,Trade union research officer,Zulu,N/A
'6403030323001,Londisizwe,Gcaleka,Female,1964-03-03,61,Citizen,South Africa,48151227,N/A,N/A,N/A,N/A,N/A,lungilenondlela@africa.com,(254)597-8630x220,"2184 Victoria Indawo, Upington, 4181",Springs,Free State,3762,Marine scientist,Zulu,N/A
'5002018419097,Nhlanhla,Mashimane,Male,1950-02-01,75,Citizen,South Africa,58325585,N/A,N/A,N/A,N/A,N/A,xphetha@za.net,(770)253-3784x8422,"2778 Prince Indawo, Krugersdorp, 8424",Sasolburg,Free State,7830,Dramatherapist,Zulu,N/A
'AS211265,Nokulunga,Mfusi,Female,1983-01-16,42,Citizen,Ethiopia,95161409,Asylum Seeker Permit,2025-07-07,2027-07-07,ASP96507,Under Review,sibongile58@org,691.942.2376,"408 Elizabeth Isitaladi, Mahikeng, 1879",Polokwane,KwaZulu-Natal,5397,"Nurse, children's",Zulu,2
'TV30904,रतन,चक्रवर्ती,Male,1995-05-21,30,Citizen,India,40494771,Business Visa,2023-07-10,2026-02-27,VIS99071,N/A,mjettlii@india.com,+91 3277025284,"54 वेंकटएसन, अलीगढ-441262",फतहपुर,Northern Cape,725514,"Pharmacist, hospital",Hindi,0
'4510052902096,Nonjabulo,Mbonane,Female,1945-10-05,79,Citizen,South Africa,85430946,N/A,N/A,N/A,N/A,N/A,thandekanyembezi@africa.com,(299)513-5694,"95 Short Isitaladi, uMgungundlovu, 4553",Bethlehem,North West,5461,"Designer, multimedia",Zulu,N/A
'AS177119,Falk,Meyer,Male,2003-08-14,22,Citizen,Germany,325773757,Asylum Seeker Permit,2025-02-25,2027-02-25,ASP47220,Under Review,birgit60@de,+49(0)9847 40512,"Drewesstr. 6957, 91967 Viersen",Schwäbisch Hall,Western Cape,94005,Drogist,German,10
'8908031615050,Nomalanga,Mshazi,Female,1989-08-03,36,Citizen,South Africa,20871441,N/A,N/A,N/A,N/A,N/A,gugulethu96@africa.com,904-845-5937,"98 York Indlela, Benoni, 8207",Potchefstroom,North West,2921,Horticultural consultant,Zulu,N/A
'TV59148,红霞,曹,Male,1989-10-16,35,Citizen,China,11606712,Critical Skills Visa,2022-12-26,2023-08-20,VIS75489,N/A,xiulan66@com.cn,15531104172,云南省丽丽县大兴天津路h座 511446,惠州市,Mpumalanga,112323,科研,Mandarin,14
'5104018816078,Andile,Nkomoye,Male,1951-04-01,74,Citizen,South Africa,18663898,N/A,N/A,N/A,N/A,N/A,ndabasenomathalente@africa.com,(375)686-3503,"8662 Albertina Sisulu Indawo, Vereeniging, 3257",Soweto,Limpopo,9503,"Programmer, multimedia",Zulu,N/A
'4006202250001,Nqobizitha,Chagwe,Female,1940-06-20,85,Permanent Resident,South Africa,15186732,N/A,N/A,N/A,N/A,N/A,macingwanethandiwe@africa.com,(690)231-2053,"4211 Cecil Indawo, iKapa, 2000",Middelburg,Mpumalanga,9449,IT trainer,Zulu,N/A
'TV58046,Nomalanga,Wasendlunkulu,Female,1972-08-29,53,Citizen,Ethiopia,65461074,Business Visa,2023-05-15,2024-03-05,VIS66250,N/A,thembeka67@org,(397)393-3292,"45 Clarence Ithafa, Bethlehem, 4351",iKapa,Gauteng,4700,Tour manager,Zulu,9
'9502241931033,Khanyisile,Vumisa,Female,1995-02-24,30,Citizen,South Africa,56655490,N/A,N/A,N/A,N/A,N/A,londiwe49@co.za,001-902-260-6867x29481,"6400 Edward Indlela, Newcastle, 5112",Polokwane,Mpumalanga,1935,Public relations account executive,Zulu,N/A
'TV13242,Songül,Heinrich,Female,1976-11-26,48,Citizen,Germany,896042979,Retirement Visa,2023-07-05,2024-11-17,VIS84445,N/A,ihofmann@de,+49(0) 206420708,"Otmar-Lindau-Ring 1614, 21143 Coburg",Tuttlingen,Eastern Cape,56990,Arzt,German,6
